-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: latitude  45.75   longitude 126.63 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 139.04 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2020,1,-15.87,-29.13
2020,2,-13.32,-26.42
2020,3,-13.87,-23.62
2020,4,-11.98,-22.48
2020,5,-9.56,-22.4
2020,6,-8.22,-16.79
2020,7,-8.41,-12.95
2020,8,-13.52,-18.62
2020,9,-14.11,-20.87
2020,10,-15.46,-23.66
2020,11,-10.53,-19.51
2020,12,-12.83,-19.99
2020,13,-11.99,-22.39
2020,14,-17.31,-24.33
2020,15,-14.55,-21.73
2020,16,-15.48,-25.14
2020,17,-13.26,-25.27
2020,18,-12.92,-22.75
2020,19,-8.56,-15.81
2020,20,-13.74,-24.65
2020,21,-7.15,-24.85
2020,22,-12.07,-21.66
2020,23,-9.19,-21.32
2020,24,-14.75,-29.26
2020,25,-11.03,-27.62
2020,26,-12.93,-24.47
2020,27,-7.84,-19.81
2020,28,-9.91,-18.09
2020,29,-9.25,-21.33
2020,30,-13.96,-24.64
2020,31,-15.9,-23.28
2020,32,-9.94,-21.13
2020,33,-11.63,-26.04
2020,34,-14.04,-26.91
2020,35,-17.67,-27.68
2020,36,-18.22,-30.75
2020,37,-13.79,-28.88
2020,38,-14.27,-23.87
2020,39,-12.63,-27.4
2020,40,-8.73,-21.88
2020,41,-8.33,-17.21
2020,42,0.51,-16.56
2020,43,-0.47,-9.31
2020,44,-2.94,-11.95
2020,45,-11.06,-22.65
2020,46,-10.25,-22.76
2020,47,-11.7,-22.88
2020,48,-11.44,-24.38
2020,49,-7.19,-22.43
2020,50,-3.67,-15.45
2020,51,-4.23,-18.44
2020,52,-3.37,-11.08
2020,53,-6.24,-17.53
2020,54,-2.26,-16.9
2020,55,-4.54,-15.43
2020,56,-4.01,-18.87
2020,57,-3.07,-19.27
2020,58,-2.26,-17.52
2020,59,-2.2,-10.93
2020,60,-3.54,-10.8
2020,61,-2.75,-11.24
2020,62,-3.47,-11.7
2020,63,-4.49,-15.28
2020,64,-2.31,-14.8
2020,65,-1.88,-17.87
2020,66,0.01,-14.67
2020,67,-0.78,-8.93
2020,68,2.2,-8.9
2020,69,0.46,-11.13
2020,70,0.51,-11.7
2020,71,1.3,-11.52
2020,72,-1.37,-13.15
2020,73,-1.1,-18.5
2020,74,2.72,-10.97
2020,75,-0.69,-11.49
2020,76,0.75,-12.79
2020,77,3.96,-5.9
2020,78,7.38,-4.53
2020,79,4.79,-3.27
2020,80,6.27,-3.66
2020,81,5.24,-3.09
2020,82,5.16,-3.65
2020,83,5.83,-2.6
2020,84,10.1,-2.91
2020,85,11.36,-0.07
2020,86,5.03,-5.07
2020,87,3.3,-6.27
2020,88,4.89,-5.66
2020,89,13.16,-3.71
2020,90,15.4,-2.11
2020,91,11.93,-2.67
2020,92,11.52,-4.12
2020,93,11.71,-2.51
2020,94,8.05,-2.33
2020,95,5.28,-4.04
2020,96,9.06,-4.49
2020,97,10.49,-2.64
2020,98,3.75,-4.11
2020,99,4.84,-0.72
2020,100,9.45,-2.32
2020,101,15.08,0.16
2020,102,13.8,-1.56
2020,103,17.14,-0.08
2020,104,21.1,1.54
2020,105,16.05,3.05
2020,106,16.04,-0.53
2020,107,13.8,0.5
2020,108,16.25,4.45
2020,109,19.71,5.97
2020,110,17.43,6.35
2020,111,10.7,-2.41
2020,112,2.31,-3.61
2020,113,2.53,-3.08
2020,114,9.28,-3.44
2020,115,11.34,-3.29
2020,116,10.04,-2.52
2020,117,10.47,-2.48
2020,118,15.25,0.49
