-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  41.8   longitude 123.43 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 55.12 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2023,1,-6.57,-18.72
2023,2,-7.61,-19.42
2023,3,-9.34,-19.78
2023,4,-6.86,-17.99
2023,5,-2.24,-15.71
2023,6,-1.75,-14.25
2023,7,-5.91,-17.87
2023,8,-0.41,-11.9
2023,9,-4.79,-16.36
2023,10,0.86,-15.76
2023,11,2.55,-7.21
2023,12,1.71,-1.86
2023,13,0.61,-9.57
2023,14,-9.88,-19.95
2023,15,-11.67,-22.48
2023,16,-9.2,-20.93
2023,17,-6.33,-17.64
2023,18,-2.45,-18.99
2023,19,-4.4,-12.48
2023,20,-11.84,-18.75
2023,21,-3.31,-17.62
2023,22,-12.23,-20.57
2023,23,-17.82,-25.68
2023,24,-15.88,-27.5
2023,25,-7.08,-24.4
2023,26,-9.89,-17.53
2023,27,-10.07,-21.67
2023,28,-5.03,-20.45
2023,29,-2.36,-12.38
2023,30,-2.95,-16.69
2023,31,-0.68,-11.13
2023,32,-3.52,-13.84
2023,33,-4.77,-17.09
2023,34,-0.84,-14.52
2023,35,-1.61,-15.34
2023,36,-0.76,-10.11
2023,37,-1.43,-13.64
2023,38,-1.51,-11.57
2023,39,-0.66,-14.13
2023,40,-0.46,-10.39
2023,41,2.03,-6.18
2023,42,3.56,-6.66
2023,43,-2.25,-10.49
2023,44,-2.2,-13.42
2023,45,-2.36,-13.82
2023,46,-3.51,-16.09
2023,47,3.75,-12.19
2023,48,3.06,-5.7
2023,49,0.95,-5.7
2023,50,2.08,-12.02
2023,51,-3.55,-13.0
2023,52,-1.83,-15.72
2023,53,2.8,-8.81
2023,54,4.53,-8.0
2023,55,-1.28,-11.04
2023,56,2.77,-13.3
2023,57,7.36,-9.32
2023,58,7.73,-4.14
2023,59,7.05,-2.92
2023,60,3.37,-4.25
2023,61,5.45,-6.84
2023,62,8.88,-2.97
2023,63,11.75,-1.29
2023,64,10.99,-0.82
2023,65,11.02,-0.22
2023,66,12.35,-1.41
2023,67,9.77,-3.2
2023,68,15.14,-2.36
2023,69,14.4,-0.08
2023,70,6.81,-1.67
2023,71,1.34,-5.87
2023,72,3.59,-5.9
2023,73,9.42,-1.77
2023,74,4.54,-4.41
2023,75,4.37,-4.48
2023,76,7.6,-4.68
2023,77,11.35,-3.72
2023,78,14.71,-3.62
2023,79,13.91,-1.1
2023,80,14.71,0.7
2023,81,12.92,-1.49
2023,82,5.66,-5.58
2023,83,4.57,-6.12
2023,84,7.86,-4.67
2023,85,7.52,-5.07
2023,86,12.24,-3.22
2023,87,14.87,-2.77
2023,88,16.14,0.85
2023,89,18.41,3.07
2023,90,20.63,3.54
2023,91,21.12,3.26
2023,92,21.43,3.2
2023,93,15.44,5.26
2023,94,8.37,2.47
2023,95,10.38,1.48
2023,96,13.19,-1.53
2023,97,9.72,-5.39
2023,98,14.42,-5.07
2023,99,19.04,1.38
2023,100,20.21,4.67
2023,101,10.53,-0.96
2023,102,17.13,-4.16
2023,103,16.75,2.93
2023,104,17.85,3.83
2023,105,16.23,-0.29
2023,106,15.77,0.58
2023,107,15.2,3.45
2023,108,18.57,5.98
2023,109,22.06,3.03
2023,110,14.46,4.39
2023,111,12.94,-0.23
2023,112,17.75,3.72
2023,113,14.63,-0.26
2023,114,17.93,-0.59
2023,115,10.85,1.77
2023,116,14.36,-2.53
2023,117,17.36,4.51
2023,118,13.78,7.05
2023,119,10.57,3.09
2023,120,17.15,0.84
2023,121,20.01,5.8
2023,122,22.55,7.3
2023,123,24.43,9.59
2023,124,23.43,11.68
2023,125,19.43,8.78
2023,126,21.77,5.21
2023,127,20.83,6.16
2023,128,26.41,5.53
2023,129,21.85,4.45
2023,130,22.74,5.58
2023,131,24.88,6.74
2023,132,25.13,12.65
2023,133,22.69,11.07
2023,134,24.21,9.45
2023,135,27.87,11.59
2023,136,28.46,14.88
2023,137,18.53,8.03
2023,138,24.0,6.37
2023,139,25.8,8.73
2023,140,22.55,10.64
2023,141,22.17,7.58
2023,142,25.19,8.46
2023,143,26.96,11.61
2023,144,26.88,11.07
2023,145,21.42,14.35
2023,146,27.28,12.41
2023,147,23.11,13.46
2023,148,26.85,12.3
2023,149,26.43,14.32
2023,150,24.51,13.36
2023,151,27.39,14.33
2023,152,27.59,13.55
2023,153,26.01,11.13
2023,154,27.09,12.57
2023,155,28.58,13.6
2023,156,28.22,15.13
2023,157,28.28,15.5
2023,158,28.68,15.08
2023,159,26.77,13.6
2023,160,24.2,13.77
2023,161,22.92,14.57
2023,162,20.94,13.02
2023,163,21.55,11.89
2023,164,25.06,12.65
2023,165,27.31,14.48
2023,166,30.01,14.11
2023,167,31.71,16.08
2023,168,33.3,17.78
2023,169,32.35,17.02
2023,170,30.85,19.95
2023,171,24.55,17.6
2023,172,25.61,16.85
2023,173,29.82,17.05
2023,174,29.1,19.07
2023,175,32.86,18.33
2023,176,31.53,18.56
2023,177,28.5,19.22
2023,178,30.22,19.26
2023,179,28.62,19.85
2023,180,29.94,19.64
2023,181,32.39,18.36
2023,182,32.75,18.85
2023,183,30.5,20.94
2023,184,32.46,18.83
2023,185,26.89,20.54
2023,186,30.79,17.32
2023,187,32.81,19.53
2023,188,29.32,21.11
2023,189,26.2,20.12
2023,190,28.48,20.55
2023,191,28.55,19.24
2023,192,28.12,20.02
2023,193,29.0,19.12
2023,194,28.15,20.86
2023,195,29.81,21.64
2023,196,25.12,17.97
