-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2018 in LST
Location: latitude  43.88   longitude 125.35 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 223.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2018,1,-9.41,-19.17
2018,2,-11.67,-20.92
2018,3,-9.74,-18.95
2018,4,-7.82,-20.03
2018,5,-8.72,-19.38
2018,6,-7.58,-18.09
2018,7,-4.93,-15.79
2018,8,-6.14,-11.18
2018,9,-11.4,-16.51
2018,10,-15.61,-23.52
2018,11,-17.5,-26.38
2018,12,-12.84,-26.39
2018,13,-9.32,-20.53
2018,14,-2.51,-12.45
2018,15,-7.29,-17.52
2018,16,-6.08,-14.51
2018,17,-5.57,-16.93
2018,18,-6.75,-19.37
2018,19,-4.72,-17.51
2018,20,-11.74,-22.92
2018,21,-15.13,-25.01
2018,22,-18.86,-27.56
2018,23,-21.71,-30.54
2018,24,-20.71,-31.27
2018,25,-20.38,-30.18
2018,26,-18.57,-31.29
2018,27,-14.5,-27.67
2018,28,-17.48,-28.48
2018,29,-14.65,-26.15
2018,30,-10.19,-23.53
2018,31,-9.86,-21.29
2018,32,-5.24,-18.26
2018,33,-9.89,-17.67
2018,34,-13.13,-21.26
2018,35,-13.43,-23.31
2018,36,-14.05,-24.78
2018,37,-14.12,-24.05
2018,38,-12.8,-23.22
2018,39,-5.91,-20.84
2018,40,-2.8,-15.84
2018,41,-12.03,-20.66
2018,42,-14.76,-24.09
2018,43,-11.48,-19.9
2018,44,-7.29,-21.5
2018,45,-6.92,-16.81
2018,46,-5.72,-19.89
2018,47,-9.47,-15.76
2018,48,-8.74,-21.53
2018,49,-4.53,-19.45
2018,50,-5.24,-19.33
2018,51,-6.26,-18.94
2018,52,-3.75,-20.09
2018,53,-4.36,-16.68
2018,54,-5.92,-17.04
2018,55,-5.4,-19.01
2018,56,-4.27,-15.79
2018,57,-4.1,-14.55
2018,58,-3.05,-15.94
2018,59,1.7,-12.53
2018,60,-7.6,-16.76
2018,61,-0.34,-20.99
2018,62,0.42,-13.84
2018,63,-6.68,-19.85
2018,64,-8.32,-21.71
2018,65,-8.74,-23.36
2018,66,-8.12,-20.51
2018,67,-7.23,-20.35
2018,68,-3.48,-20.22
2018,69,-6.68,-14.22
2018,70,-2.14,-15.86
2018,71,7.8,-9.03
2018,72,8.71,-2.85
2018,73,7.44,-2.04
2018,74,-2.16,-8.25
2018,75,1.24,-12.13
2018,76,6.9,-7.52
2018,77,9.62,-3.6
2018,78,0.78,-6.37
2018,79,2.44,-11.07
2018,80,6.86,-9.27
2018,81,10.45,-2.15
2018,82,7.32,-1.81
2018,83,14.93,-2.41
2018,84,20.26,-0.87
2018,85,21.98,0.68
2018,86,20.96,4.41
2018,87,12.32,1.48
2018,88,10.37,-1.87
2018,89,11.95,-2.3
2018,90,12.48,2.24
2018,91,19.92,-0.03
2018,92,16.25,3.16
2018,93,4.93,-1.87
2018,94,5.25,-6.41
2018,95,3.32,-3.0
2018,96,5.03,-4.36
2018,97,6.51,-5.51
2018,98,9.54,-5.66
2018,99,13.88,-2.7
2018,100,12.65,3.54
2018,101,11.95,0.35
2018,102,8.82,-1.93
2018,103,14.06,-1.18
2018,104,13.2,2.5
2018,105,13.08,-1.27
2018,106,20.25,-1.53
2018,107,21.51,5.13
2018,108,22.29,5.37
2018,109,22.26,4.99
2018,110,26.79,9.87
2018,111,11.83,3.83
2018,112,18.53,2.19
2018,113,16.69,4.57
2018,114,22.13,3.41
2018,115,26.73,5.22
2018,116,18.55,2.15
2018,117,21.33,0.27
2018,118,27.69,9.57
2018,119,27.55,7.41
2018,120,20.47,5.06
2018,121,18.67,8.99
2018,122,13.95,5.76
2018,123,17.34,5.39
2018,124,18.21,3.82
2018,125,20.15,5.24
2018,126,24.25,2.84
2018,127,20.25,4.81
2018,128,20.87,5.18
2018,129,21.95,4.62
2018,130,23.66,8.15
2018,131,20.87,7.08
2018,132,22.32,8.85
2018,133,25.65,8.56
2018,134,26.41,14.53
2018,135,31.92,15.5
2018,136,27.62,13.44
2018,137,21.54,11.35
2018,138,24.96,9.76
2018,139,28.0,8.55
2018,140,28.78,14.31
2018,141,28.85,9.89
2018,142,18.41,4.68
2018,143,21.29,4.17
2018,144,27.28,8.59
2018,145,25.14,9.78
2018,146,28.04,10.7
2018,147,18.64,12.18
2018,148,19.85,9.42
2018,149,18.75,8.53
2018,150,22.62,9.9
2018,151,30.17,10.57
2018,152,33.7,14.17
2018,153,34.39,15.35
2018,154,30.73,15.49
2018,155,28.74,16.89
2018,156,27.69,16.16
2018,157,27.89,15.96
2018,158,27.52,13.22
2018,159,26.0,12.51
2018,160,28.88,12.63
2018,161,21.23,16.01
2018,162,21.66,14.07
2018,163,25.43,12.23
2018,164,22.7,15.34
2018,165,20.76,15.19
2018,166,24.23,14.67
2018,167,24.59,15.56
2018,168,26.88,16.93
2018,169,28.18,16.79
2018,170,26.54,16.07
2018,171,20.09,13.17
2018,172,27.03,11.7
2018,173,28.45,14.6
2018,174,28.8,16.3
2018,175,28.63,13.23
2018,176,25.98,17.8
2018,177,27.97,17.36
2018,178,26.51,16.1
2018,179,26.84,13.42
2018,180,30.65,15.14
2018,181,30.59,18.29
2018,182,32.21,19.05
2018,183,29.23,20.32
2018,184,31.79,19.46
2018,185,27.55,19.35
2018,186,27.89,19.65
2018,187,26.56,15.97
2018,188,28.68,14.74
2018,189,21.26,18.07
2018,190,26.33,17.54
2018,191,30.25,18.44
2018,192,29.64,18.69
2018,193,29.15,20.52
2018,194,27.71,22.36
2018,195,26.47,22.8
2018,196,31.39,21.71
2018,197,27.37,22.5
2018,198,30.27,21.12
2018,199,29.97,21.38
2018,200,32.41,22.4
2018,201,31.4,21.78
2018,202,32.23,21.32
2018,203,33.12,23.11
2018,204,35.74,24.31
2018,205,33.65,24.34
2018,206,32.26,21.8
2018,207,26.26,20.66
2018,208,30.69,19.22
2018,209,32.48,19.48
2018,210,34.99,21.95
2018,211,36.57,23.48
2018,212,34.9,22.27
2018,213,32.69,19.87
2018,214,34.01,18.56
2018,215,38.96,21.12
2018,216,36.71,20.44
2018,217,27.86,18.6
2018,218,28.44,17.48
2018,219,28.66,19.6
2018,220,28.13,20.12
2018,221,31.12,19.37
2018,222,31.25,19.27
2018,223,31.36,17.62
2018,224,24.65,19.04
2018,225,25.45,19.86
2018,226,25.6,21.49
2018,227,26.7,18.34
2018,228,24.1,14.78
2018,229,26.07,13.9
2018,230,27.84,17.72
2018,231,29.13,16.87
2018,232,24.08,18.25
2018,233,24.57,16.55
2018,234,26.33,14.6
2018,235,24.76,18.47
2018,236,18.75,16.97
2018,237,22.96,16.07
2018,238,23.67,15.75
2018,239,25.69,14.09
2018,240,24.83,16.59
2018,241,23.68,16.88
2018,242,23.87,15.48
2018,243,24.57,14.97
2018,244,26.64,15.7
2018,245,23.6,16.96
2018,246,25.06,15.97
2018,247,21.13,15.3
2018,248,20.73,13.0
2018,249,23.73,11.93
2018,250,20.67,8.28
2018,251,18.35,8.0
2018,252,20.82,5.96
2018,253,22.75,6.96
2018,254,24.81,11.16
2018,255,22.46,14.27
2018,256,24.85,14.84
2018,257,25.88,13.63
2018,258,18.14,8.15
2018,259,22.16,6.36
2018,260,22.88,7.06
2018,261,25.6,11.91
2018,262,24.84,11.32
2018,263,25.38,9.41
2018,264,18.92,8.52
2018,265,16.84,5.48
2018,266,15.98,6.31
2018,267,14.01,6.29
2018,268,19.96,4.26
2018,269,20.85,5.19
2018,270,20.97,8.12
2018,271,17.71,9.5
2018,272,18.54,7.44
2018,273,13.63,5.58
2018,274,16.77,5.84
2018,275,19.66,4.82
2018,276,22.44,5.9
2018,277,23.48,6.9
2018,278,22.09,9.32
2018,279,18.07,3.61
2018,280,15.25,0.33
2018,281,12.3,0.71
2018,282,12.23,-0.26
2018,283,4.58,2.52
2018,284,12.42,1.97
2018,285,17.1,-0.37
2018,286,17.8,2.77
2018,287,15.46,3.5
2018,288,13.64,-0.34
2018,289,9.7,-3.06
2018,290,11.33,-1.37
2018,291,13.03,-1.36
2018,292,16.88,-0.79
2018,293,16.65,-0.16
2018,294,17.56,0.69
2018,295,15.23,7.09
2018,296,12.35,2.72
2018,297,14.67,0.17
2018,298,15.23,0.55
2018,299,10.56,2.01
2018,300,4.81,-2.63
2018,301,2.52,-2.34
2018,302,2.27,-3.96
2018,303,4.41,-4.37
2018,304,6.39,-3.23
2018,305,12.29,-3.19
2018,306,15.4,-1.64
2018,307,14.34,2.42
2018,308,4.09,-2.96
2018,309,3.09,-6.41
2018,310,5.83,-5.01
2018,311,6.37,-3.38
2018,312,6.04,-2.14
2018,313,5.22,-1.63
2018,314,4.92,-4.02
2018,315,7.26,-3.83
2018,316,3.23,-5.32
2018,317,3.29,-4.54
2018,318,6.83,-3.97
2018,319,1.72,-5.83
2018,320,-1.3,-7.88
2018,321,1.28,-9.55
2018,322,3.73,-8.84
2018,323,-0.02,-8.74
2018,324,-2.27,-12.21
2018,325,-1.9,-12.96
2018,326,-7.79,-13.19
2018,327,-0.13,-13.47
2018,328,2.24,-8.37
2018,329,1.9,-4.92
2018,330,8.26,-4.87
2018,331,-0.51,-9.68
2018,332,-3.62,-12.89
2018,333,-5.5,-16.16
2018,334,-1.78,-14.36
2018,335,0.3,-13.83
2018,336,4.1,-4.73
2018,337,3.75,-6.9
2018,338,-7.33,-15.46
2018,339,-9.01,-18.48
2018,340,-11.49,-19.65
2018,341,-14.78,-21.84
2018,342,-13.69,-22.12
2018,343,-9.8,-20.08
2018,344,-7.89,-15.73
2018,345,-8.91,-16.12
2018,346,-7.12,-18.34
2018,347,-9.5,-16.79
2018,348,-6.5,-18.26
2018,349,0.26,-14.13
2018,350,-2.01,-12.11
2018,351,-2.24,-13.65
2018,352,-4.64,-14.98
2018,353,-1.79,-13.6
2018,354,-1.01,-14.11
2018,355,0.33,-8.83
2018,356,-0.72,-9.91
2018,357,-8.99,-17.38
2018,358,-7.38,-19.16
2018,359,-8.79,-19.81
2018,360,-16.22,-23.3
2018,361,-17.04,-25.43
2018,362,-14.17,-24.97
2018,363,-13.03,-24.24
2018,364,-11.97,-23.76
2018,365,-12.36,-22.98
