-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2018 in LST
Location: latitude  41.8   longitude 123.43 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 55.12 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2018,1,-6.31,-16.55
2018,2,-8.02,-19.0
2018,3,-6.71,-18.71
2018,4,-6.98,-18.87
2018,5,-5.7,-18.46
2018,6,-4.6,-17.15
2018,7,-1.72,-13.14
2018,8,-5.94,-9.6
2018,9,-6.52,-15.55
2018,10,-11.19,-19.52
2018,11,-13.59,-22.24
2018,12,-7.41,-21.72
2018,13,-2.36,-15.34
2018,14,0.96,-10.14
2018,15,-3.08,-15.15
2018,16,-2.18,-11.31
2018,17,-2.79,-13.28
2018,18,-1.67,-15.95
2018,19,1.67,-12.54
2018,20,-4.76,-16.58
2018,21,-10.14,-17.12
2018,22,-14.5,-22.03
2018,23,-16.81,-24.7
2018,24,-15.86,-26.51
2018,25,-17.29,-25.92
2018,26,-14.39,-27.47
2018,27,-10.64,-22.47
2018,28,-11.6,-22.75
2018,29,-9.15,-21.79
2018,30,-4.22,-19.19
2018,31,-5.28,-18.9
2018,32,-2.27,-16.31
2018,33,-8.01,-17.65
2018,34,-10.04,-20.96
2018,35,-8.84,-20.16
2018,36,-10.24,-20.87
2018,37,-9.54,-21.03
2018,38,-7.94,-18.47
2018,39,-1.46,-18.17
2018,40,1.34,-12.27
2018,41,-8.05,-16.57
2018,42,-10.53,-19.63
2018,43,-5.91,-18.91
2018,44,-2.07,-17.06
2018,45,-2.73,-12.23
2018,46,-0.36,-15.99
2018,47,-3.78,-13.58
2018,48,-3.18,-16.93
2018,49,0.83,-9.53
2018,50,0.64,-13.86
2018,51,-1.79,-14.39
2018,52,1.39,-14.57
2018,53,1.33,-11.42
2018,54,2.63,-11.71
2018,55,-2.88,-15.78
2018,56,2.72,-13.35
2018,57,3.55,-7.93
2018,58,1.47,-9.56
2018,59,2.14,-7.25
2018,60,-2.79,-12.69
2018,61,4.63,-12.88
2018,62,3.01,-5.31
2018,63,-2.88,-8.38
2018,64,-1.9,-12.28
2018,65,-2.46,-13.35
2018,66,-1.04,-11.66
2018,67,-2.5,-15.11
2018,68,2.98,-13.8
2018,69,1.4,-10.4
2018,70,5.3,-9.62
2018,71,11.8,-2.27
2018,72,14.23,0.41
2018,73,14.15,0.0
2018,74,1.65,-8.63
2018,75,3.66,-8.71
2018,76,7.9,-3.41
2018,77,8.62,-2.98
2018,78,6.5,-4.75
2018,79,7.26,-5.68
2018,80,9.58,-4.91
2018,81,12.62,-1.89
2018,82,9.3,-3.45
2018,83,19.48,-2.27
2018,84,24.28,-1.29
2018,85,21.78,0.94
2018,86,21.05,3.48
2018,87,16.93,3.29
2018,88,13.49,-1.73
2018,89,16.39,-2.31
2018,90,18.76,5.84
2018,91,20.82,4.27
2018,92,16.5,6.29
2018,93,8.02,1.28
2018,94,9.28,-5.1
2018,95,5.05,-1.78
2018,96,6.52,-3.89
2018,97,7.04,-5.12
2018,98,12.31,-4.5
2018,99,16.26,-1.82
2018,100,19.79,5.38
2018,101,17.59,0.95
2018,102,16.42,-0.73
2018,103,16.95,2.81
2018,104,15.49,3.71
2018,105,15.29,0.36
2018,106,21.74,-0.39
2018,107,22.06,3.22
2018,108,21.85,4.27
2018,109,24.98,5.27
2018,110,27.31,7.69
2018,111,18.87,6.43
2018,112,18.4,6.94
2018,113,16.35,8.46
2018,114,23.97,4.65
2018,115,27.22,6.21
2018,116,26.5,5.56
2018,117,23.84,1.95
2018,118,29.09,7.89
2018,119,30.13,11.04
2018,120,24.25,10.15
2018,121,21.36,11.59
2018,122,18.6,7.87
2018,123,20.18,6.0
2018,124,26.76,4.16
2018,125,23.32,9.95
2018,126,27.59,8.37
2018,127,22.6,6.38
2018,128,24.98,6.27
2018,129,25.88,9.18
2018,130,26.3,10.51
2018,131,18.41,10.04
2018,132,21.89,8.53
2018,133,29.84,9.01
2018,134,27.54,13.87
2018,135,31.06,13.43
2018,136,31.16,17.87
2018,137,25.08,15.07
2018,138,28.49,13.01
2018,139,29.05,10.96
2018,140,28.89,12.99
2018,141,24.85,9.83
2018,142,16.24,6.47
2018,143,22.59,5.51
2018,144,33.9,9.64
2018,145,32.08,12.81
2018,146,30.62,14.33
2018,147,28.77,15.21
2018,148,22.17,10.81
2018,149,25.12,9.27
2018,150,24.22,10.41
2018,151,32.49,11.28
2018,152,36.13,13.57
2018,153,34.62,15.54
2018,154,31.78,14.67
2018,155,30.54,17.45
2018,156,30.58,17.09
2018,157,27.4,16.77
2018,158,24.97,16.73
2018,159,31.06,14.43
2018,160,30.66,17.76
2018,161,20.98,16.29
2018,162,23.19,15.23
2018,163,27.3,13.5
2018,164,25.28,15.42
2018,165,21.39,15.83
2018,166,26.51,15.85
2018,167,27.34,15.82
2018,168,25.64,17.91
2018,169,29.44,15.73
2018,170,29.51,17.03
2018,171,28.0,13.88
2018,172,32.46,15.48
2018,173,35.0,16.21
2018,174,33.55,19.38
2018,175,36.25,18.78
2018,176,31.59,20.61
2018,177,30.32,19.17
2018,178,32.25,17.95
2018,179,30.84,17.18
2018,180,35.93,17.9
2018,181,33.67,19.18
2018,182,33.54,18.99
2018,183,32.92,21.46
2018,184,31.82,20.53
2018,185,36.32,21.31
2018,186,33.84,22.54
2018,187,29.57,21.01
2018,188,27.09,18.83
2018,189,23.19,17.53
2018,190,27.86,19.11
2018,191,33.36,19.19
2018,192,28.95,20.53
2018,193,31.5,22.75
2018,194,31.19,23.17
2018,195,29.43,23.33
2018,196,31.91,22.96
2018,197,33.67,23.5
2018,198,33.78,22.21
2018,199,30.89,22.21
2018,200,35.01,24.34
2018,201,35.27,22.54
2018,202,36.03,21.77
2018,203,38.51,23.4
2018,204,38.44,22.8
2018,205,37.54,24.15
2018,206,36.04,24.81
2018,207,30.38,23.38
2018,208,34.97,21.84
2018,209,36.93,23.43
2018,210,39.71,25.89
2018,211,40.44,26.77
2018,212,41.24,26.12
2018,213,38.94,25.83
2018,214,40.89,24.01
2018,215,41.29,26.41
2018,216,39.43,26.49
2018,217,32.89,23.35
2018,218,33.14,20.55
2018,219,25.94,22.58
2018,220,27.99,21.14
2018,221,32.99,20.14
2018,222,34.03,21.4
2018,223,32.63,20.13
2018,224,30.47,21.93
2018,225,30.64,23.91
2018,226,28.03,23.27
2018,227,28.86,21.2
2018,228,28.08,18.15
2018,229,28.96,16.19
2018,230,28.36,20.42
2018,231,30.85,18.81
2018,232,25.11,19.46
2018,233,29.35,18.43
2018,234,26.42,18.71
2018,235,26.65,18.51
2018,236,23.75,17.64
2018,237,26.04,17.32
2018,238,27.69,16.55
2018,239,30.64,18.86
2018,240,26.94,19.34
2018,241,26.59,17.76
2018,242,27.9,15.98
2018,243,26.8,16.11
2018,244,29.39,15.78
2018,245,24.97,19.31
2018,246,28.86,17.31
2018,247,26.86,15.41
2018,248,26.88,13.23
2018,249,25.15,12.86
2018,250,24.66,9.6
2018,251,22.12,9.66
2018,252,23.89,8.7
2018,253,26.53,10.7
2018,254,25.85,13.41
2018,255,24.96,15.75
2018,256,27.86,17.11
2018,257,26.83,17.64
2018,258,20.04,11.83
2018,259,23.53,8.67
2018,260,26.3,8.92
2018,261,27.6,12.72
2018,262,26.04,11.66
2018,263,27.82,13.19
2018,264,21.97,9.95
2018,265,21.24,6.34
2018,266,18.94,7.03
2018,267,20.5,5.16
2018,268,22.3,7.8
2018,269,23.13,10.07
2018,270,23.59,8.42
2018,271,19.19,12.83
2018,272,18.11,5.3
2018,273,16.45,3.72
2018,274,18.36,6.77
2018,275,22.28,4.86
2018,276,24.41,7.67
2018,277,24.98,8.69
2018,278,23.87,9.64
2018,279,18.93,4.84
2018,280,18.67,1.34
2018,281,17.21,3.0
2018,282,13.16,4.07
2018,283,11.18,2.78
2018,284,14.8,1.31
2018,285,18.87,2.35
2018,286,19.51,3.88
2018,287,19.22,5.42
2018,288,17.48,3.39
2018,289,14.46,-0.04
2018,290,13.85,-0.52
2018,291,15.18,-1.64
2018,292,18.03,2.31
2018,293,19.26,0.53
2018,294,19.53,5.21
2018,295,20.09,9.81
2018,296,15.21,4.25
2018,297,18.17,3.45
2018,298,19.6,3.58
2018,299,11.54,2.04
2018,300,8.75,-1.52
2018,301,7.88,-1.11
2018,302,5.55,-4.32
2018,303,8.64,-1.68
2018,304,10.82,-2.83
2018,305,14.26,-2.09
2018,306,17.15,-0.28
2018,307,18.01,5.98
2018,308,7.48,0.69
2018,309,7.3,-4.28
2018,310,7.81,-3.52
2018,311,9.56,-2.97
2018,312,8.17,2.9
2018,313,11.14,-0.98
2018,314,9.45,-5.15
2018,315,11.49,0.28
2018,316,10.14,-3.19
2018,317,9.5,-3.58
2018,318,10.78,-2.32
2018,319,5.06,-5.02
2018,320,1.3,-7.16
2018,321,4.52,-5.32
2018,322,5.84,-3.83
2018,323,3.7,-5.03
2018,324,0.6,-6.8
2018,325,1.79,-10.21
2018,326,-1.39,-11.43
2018,327,3.25,-10.54
2018,328,4.59,-1.56
2018,329,5.37,-4.46
2018,330,8.4,-2.32
2018,331,4.54,-4.79
2018,332,0.6,-9.8
2018,333,0.09,-11.51
2018,334,5.21,-7.97
2018,335,5.0,-9.21
2018,336,4.7,-1.52
2018,337,2.84,-4.32
2018,338,-3.12,-10.95
2018,339,-2.9,-13.35
2018,340,-5.31,-15.24
