-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2011 through 12/31/2011 in LST
Location: latitude  45.75   longitude 126.63 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 139.04 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2011,1,-11.86,-19.13
2011,2,-15.59,-25.33
2011,3,-22.1,-30.56
2011,4,-21.2,-30.91
2011,5,-19.77,-27.46
2011,6,-16.99,-31.68
2011,7,-18.67,-28.34
2011,8,-16.23,-31.83
2011,9,-21.96,-35.84
2011,10,-21.41,-28.75
2011,11,-19.05,-27.1
2011,12,-25.59,-37.63
2011,13,-24.53,-38.84
2011,14,-27.77,-38.67
2011,15,-26.78,-41.62
2011,16,-21.98,-35.48
2011,17,-17.39,-22.62
2011,18,-18.93,-22.92
2011,19,-14.84,-25.02
2011,20,-17.95,-26.47
2011,21,-17.31,-26.31
2011,22,-17.87,-24.81
2011,23,-15.83,-23.39
2011,24,-16.14,-23.52
2011,25,-16.93,-22.56
2011,26,-18.39,-31.53
2011,27,-21.23,-34.23
2011,28,-19.88,-31.82
2011,29,-18.98,-31.28
2011,30,-20.88,-34.36
2011,31,-14.15,-26.19
2011,32,-10.9,-23.57
2011,33,-14.42,-23.91
2011,34,-8.17,-25.66
2011,35,-11.72,-22.37
2011,36,-5.74,-23.83
2011,37,-8.73,-20.15
2011,38,-17.44,-27.42
2011,39,-12.31,-24.16
2011,40,-17.21,-29.82
2011,41,-19.82,-32.21
2011,42,-15.76,-27.73
2011,43,-13.81,-22.81
2011,44,-17.31,-26.16
2011,45,-14.23,-28.57
2011,46,-8.48,-21.5
2011,47,-5.61,-17.48
2011,48,-9.25,-21.89
2011,49,-8.63,-21.71
2011,50,-7.74,-18.19
2011,51,-3.83,-22.06
2011,52,0.12,-14.81
2011,53,0.83,-7.1
2011,54,0.26,-13.54
2011,55,-8.4,-20.29
2011,56,-11.86,-25.27
2011,57,-10.58,-23.99
2011,58,-9.91,-22.43
2011,59,-9.03,-22.76
2011,60,-9.64,-21.12
2011,61,-10.39,-22.44
2011,62,-7.55,-22.58
2011,63,-2.43,-19.4
