-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: latitude  43.88   longitude 125.35 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 223.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2014,1,-8.52,-19.53
2014,2,-6.82,-24.33
2014,3,-13.06,-22.24
2014,4,-10.63,-24.42
2014,5,-11.03,-21.29
2014,6,-5.13,-23.73
2014,7,-6.28,-21.59
2014,8,-14.99,-27.87
2014,9,-15.05,-28.38
2014,10,-12.21,-27.69
2014,11,-10.23,-25.91
2014,12,-18.92,-30.22
2014,13,-16.2,-30.84
2014,14,-12.15,-26.32
2014,15,-8.23,-22.44
2014,16,-16.77,-28.52
2014,17,-15.41,-28.91
2014,18,-14.06,-21.53
2014,19,-11.3,-26.02
2014,20,-11.69,-26.43
2014,21,-11.92,-27.18
2014,22,-7.67,-22.49
2014,23,0.01,-15.49
2014,24,-3.09,-17.44
2014,25,-8.98,-22.32
2014,26,-8.1,-26.71
2014,27,-4.25,-19.96
2014,28,-12.16,-25.74
2014,29,-0.43,-18.97
2014,30,-13.14,-23.47
2014,31,-6.65,-24.9
2014,32,-5.33,-20.53
2014,33,-5.31,-21.36
2014,34,-16.27,-27.56
2014,35,-13.96,-30.08
2014,36,-11.32,-25.5
2014,37,-9.87,-23.71
2014,38,-10.2,-23.75
2014,39,-10.06,-24.08
2014,40,-13.32,-25.88
2014,41,-10.01,-23.96
2014,42,-8.83,-23.95
2014,43,-9.81,-22.11
2014,44,-8.87,-23.03
2014,45,-3.42,-16.57
2014,46,-4.38,-16.98
2014,47,-7.83,-19.65
2014,48,-7.65,-18.54
2014,49,-7.58,-19.98
2014,50,-6.55,-20.18
2014,51,-7.83,-20.61
2014,52,-2.38,-19.31
2014,53,-3.65,-17.52
2014,54,-2.38,-16.21
2014,55,2.12,-15.25
2014,56,5.32,-7.38
2014,57,8.13,-1.55
2014,58,0.25,-8.6
2014,59,-3.33,-12.12
2014,60,-0.07,-11.67
2014,61,-1.39,-14.61
2014,62,1.42,-12.23
2014,63,-0.87,-11.45
2014,64,-4.44,-11.87
2014,65,-4.87,-15.22
2014,66,-4.05,-16.42
2014,67,-2.76,-14.86
2014,68,-2.29,-15.26
2014,69,3.11,-12.06
2014,70,0.81,-5.21
2014,71,1.04,-6.19
2014,72,2.79,-9.03
2014,73,4.97,-7.52
2014,74,7.95,-3.08
2014,75,6.96,-4.37
2014,76,10.7,-1.37
2014,77,7.37,-4.2
2014,78,8.68,-2.01
2014,79,4.11,-3.92
2014,80,8.94,-4.78
2014,81,12.66,-3.39
2014,82,14.95,-1.23
2014,83,13.76,0.34
2014,84,16.79,0.48
2014,85,18.83,4.08
2014,86,17.69,3.74
2014,87,9.02,4.13
2014,88,13.65,1.44
2014,89,15.47,-1.49
2014,90,13.21,-4.16
2014,91,16.11,-0.64
2014,92,9.37,-3.56
2014,93,6.3,-5.43
2014,94,3.49,-2.59
2014,95,5.9,-4.95
2014,96,13.36,-4.62
2014,97,16.54,-1.02
2014,98,20.51,3.02
2014,99,9.99,-1.34
2014,100,15.75,-2.32
2014,101,17.73,-0.56
2014,102,19.69,3.24
2014,103,20.73,2.57
2014,104,24.28,5.41
2014,105,13.82,1.33
2014,106,16.63,-0.11
2014,107,11.0,0.43
2014,108,13.62,0.85
2014,109,16.8,-2.27
2014,110,15.24,3.94
2014,111,17.99,0.79
2014,112,21.28,3.28
2014,113,23.94,7.02
2014,114,22.9,8.29
2014,115,23.09,7.68
2014,116,18.48,5.78
2014,117,18.42,2.4
2014,118,20.56,2.95
2014,119,24.2,3.44
2014,120,26.34,6.23
2014,121,28.07,8.91
2014,122,13.75,1.88
2014,123,14.09,1.31
2014,124,9.25,2.52
2014,125,7.26,1.59
2014,126,16.2,0.05
2014,127,18.73,1.71
2014,128,13.77,4.52
2014,129,20.73,3.29
2014,130,22.29,8.96
2014,131,17.18,8.66
2014,132,14.83,8.38
2014,133,23.47,6.89
2014,134,19.36,7.11
