-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  43.88   longitude 125.35 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 223.1 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2023,1,-11.54,-21.01
2023,2,-11.34,-22.56
2023,3,-11.46,-21.74
2023,4,-9.44,-22.07
2023,5,-6.51,-19.12
2023,6,-5.91,-18.28
2023,7,-9.95,-19.3
2023,8,-4.26,-17.21
2023,9,-8.41,-19.52
2023,10,-2.68,-17.02
2023,11,-0.2,-9.08
2023,12,1.55,-4.88
2023,13,0.98,-13.83
2023,14,-14.57,-21.78
2023,15,-14.51,-23.78
2023,16,-12.45,-23.22
2023,17,-9.23,-19.01
2023,18,-7.61,-20.93
2023,19,-7.19,-13.31
2023,20,-13.14,-19.2
2023,21,-9.93,-20.21
2023,22,-16.82,-26.32
2023,23,-22.1,-28.27
2023,24,-19.77,-30.87
2023,25,-13.92,-27.43
2023,26,-11.89,-22.05
2023,27,-14.36,-23.29
2023,28,-11.77,-20.88
2023,29,-8.62,-15.62
2023,30,-5.22,-16.63
2023,31,-6.26,-10.62
2023,32,-6.43,-17.23
2023,33,-8.24,-19.21
2023,34,-4.93,-19.36
2023,35,-4.61,-18.09
2023,36,-4.87,-14.57
2023,37,-4.64,-14.9
2023,38,-4.03,-16.47
2023,39,-5.37,-17.41
2023,40,-1.1,-16.01
2023,41,-3.35,-11.38
2023,42,0.51,-10.75
2023,43,-3.85,-13.81
2023,44,-4.88,-16.17
2023,45,-7.68,-17.65
2023,46,-7.44,-18.68
2023,47,-0.82,-16.9
2023,48,-1.4,-8.35
2023,49,-3.51,-11.84
2023,50,-4.33,-14.79
2023,51,-7.53,-17.46
2023,52,-4.57,-18.65
2023,53,-0.08,-12.24
2023,54,1.56,-11.46
2023,55,-4.69,-14.52
2023,56,-0.73,-15.39
2023,57,4.02,-11.63
2023,58,5.78,-6.41
2023,59,2.65,-2.26
2023,60,-0.97,-7.63
2023,61,1.5,-10.02
2023,62,4.93,-9.38
2023,63,8.32,-5.54
2023,64,9.85,-1.55
2023,65,9.63,-1.3
2023,66,11.19,-4.07
2023,67,5.64,-5.26
2023,68,11.09,-1.85
2023,69,15.76,-1.12
2023,70,4.2,-3.48
2023,71,-1.65,-7.29
2023,72,1.35,-7.32
2023,73,2.5,-4.55
2023,74,-0.02,-5.07
2023,75,0.86,-6.74
2023,76,3.66,-7.77
2023,77,7.69,-6.43
2023,78,11.9,-2.55
2023,79,13.01,-1.25
2023,80,14.61,0.94
2023,81,10.93,-2.75
2023,82,1.99,-5.94
2023,83,2.4,-5.86
2023,84,5.74,-5.08
2023,85,5.41,-4.91
2023,86,10.79,-3.45
2023,87,12.7,-3.76
2023,88,15.28,-0.85
2023,89,16.36,1.53
2023,90,20.81,0.25
2023,91,20.62,3.3
2023,92,20.15,5.02
2023,93,17.21,4.16
2023,94,6.21,1.56
2023,95,10.68,0.53
2023,96,9.1,-2.09
2023,97,5.19,-5.36
2023,98,10.87,-4.09
2023,99,18.59,-1.04
2023,100,18.09,4.91
2023,101,10.04,0.69
2023,102,9.91,-4.51
2023,103,14.79,-1.5
2023,104,15.33,-0.53
2023,105,17.3,-0.1
2023,106,14.13,1.99
2023,107,15.45,0.47
2023,108,14.8,4.1
2023,109,18.92,1.31
2023,110,11.54,2.78
2023,111,9.7,-3.81
2023,112,10.92,-3.04
2023,113,10.86,-4.08
2023,114,15.24,-1.96
2023,115,11.72,0.58
2023,116,13.11,-4.23
2023,117,14.61,2.98
2023,118,12.14,5.26
2023,119,10.16,4.54
2023,120,13.55,3.86
2023,121,18.14,2.0
2023,122,20.36,5.76
2023,123,23.99,9.85
2023,124,21.99,9.2
2023,125,16.22,5.81
2023,126,19.9,2.12
2023,127,18.97,4.69
2023,128,22.03,5.54
2023,129,18.28,1.6
2023,130,18.24,4.96
2023,131,22.92,5.45
2023,132,19.32,10.39
2023,133,19.44,9.34
2023,134,23.88,8.01
2023,135,23.91,9.32
2023,136,25.23,9.42
2023,137,19.11,6.36
2023,138,23.16,4.43
2023,139,25.07,8.71
2023,140,20.8,9.62
2023,141,18.51,6.36
2023,142,23.73,6.84
2023,143,25.11,7.68
2023,144,27.08,10.47
2023,145,21.37,14.0
2023,146,26.12,11.43
2023,147,20.78,12.49
2023,148,25.51,11.8
2023,149,23.22,8.77
2023,150,23.76,9.39
2023,151,25.64,10.65
2023,152,22.76,11.09
2023,153,24.0,10.32
2023,154,23.74,10.76
2023,155,24.96,10.28
2023,156,26.16,12.07
2023,157,25.76,13.49
2023,158,26.32,13.46
2023,159,24.81,9.7
2023,160,19.7,11.52
2023,161,22.99,10.09
2023,162,19.11,11.02
2023,163,21.56,9.78
2023,164,24.05,13.94
2023,165,27.82,11.47
2023,166,29.88,15.68
2023,167,26.48,17.23
2023,168,28.84,17.28
2023,169,28.73,16.39
2023,170,33.78,19.95
2023,171,25.23,17.21
2023,172,23.12,15.82
2023,173,28.43,14.11
2023,174,30.15,18.05
2023,175,33.34,18.91
2023,176,33.12,19.85
2023,177,32.16,19.15
2023,178,28.32,18.76
2023,179,32.05,19.46
2023,180,30.22,18.59
2023,181,30.4,16.14
2023,182,28.78,17.57
2023,183,29.45,16.96
2023,184,32.17,19.97
2023,185,30.02,18.81
2023,186,25.29,19.19
2023,187,29.6,18.26
2023,188,26.69,18.75
2023,189,28.41,19.16
2023,190,25.92,20.02
2023,191,25.55,18.95
2023,192,26.41,19.03
2023,193,28.53,17.28
2023,194,28.62,18.93
2023,195,24.21,20.4
2023,196,23.61,17.65
2023,197,25.45,16.82
2023,198,25.83,17.02
2023,199,27.12,17.0
2023,200,29.73,18.14
2023,201,30.6,21.05
2023,202,30.31,19.14
2023,203,26.19,20.6
2023,204,28.32,18.69
2023,205,27.12,17.7
2023,206,26.87,17.83
2023,207,29.34,21.17
2023,208,28.37,21.8
2023,209,29.07,22.63
2023,210,28.37,22.95
2023,211,27.84,22.4
2023,212,29.52,21.06
2023,213,28.75,22.2
2023,214,29.43,22.88
2023,215,31.01,23.08
2023,216,30.38,20.62
2023,217,23.45,17.28
2023,218,24.23,16.21
2023,219,25.76,16.69
2023,220,26.34,18.45
2023,221,26.61,16.84
2023,222,26.25,17.05
2023,223,27.6,19.66
2023,224,26.84,20.0
2023,225,24.48,19.66
2023,226,28.71,18.57
2023,227,29.3,18.72
2023,228,29.59,19.94
2023,229,29.85,19.91
2023,230,30.44,20.51
2023,231,27.93,16.34
2023,232,28.61,19.05
2023,233,25.75,19.43
2023,234,25.33,16.35
2023,235,26.96,13.81
2023,236,27.21,15.33
2023,237,25.87,16.67
2023,238,23.85,15.54
2023,239,24.5,15.14
2023,240,24.3,15.05
2023,241,21.28,15.79
2023,242,22.13,14.38
2023,243,23.73,13.48
2023,244,24.24,15.57
2023,245,27.92,13.38
2023,246,27.56,14.35
2023,247,24.99,17.85
2023,248,23.14,13.9
2023,249,27.2,11.69
2023,250,29.4,16.4
2023,251,26.32,17.4
2023,252,24.18,15.56
2023,253,25.9,14.99
2023,254,25.51,14.0
2023,255,20.47,9.28
2023,256,23.39,10.41
2023,257,25.93,9.38
2023,258,26.96,11.48
2023,259,26.84,13.81
2023,260,27.48,15.12
2023,261,24.46,16.0
2023,262,18.54,10.13
2023,263,19.54,7.22
2023,264,22.94,7.54
2023,265,19.11,7.8
2023,266,20.59,7.18
2023,267,22.03,8.07
2023,268,21.86,14.78
2023,269,21.48,14.14
2023,270,22.59,10.47
2023,271,20.37,7.28
2023,272,22.49,7.31
2023,273,18.26,7.58
2023,274,19.44,6.01
2023,275,21.72,5.72
2023,276,21.54,10.43
2023,277,14.84,4.51
2023,278,15.16,0.34
2023,279,17.63,4.06
2023,280,16.54,2.88
2023,281,19.24,5.25
2023,282,16.71,6.7
2023,283,19.14,5.08
2023,284,19.62,4.3
2023,285,20.92,6.16
2023,286,18.16,6.57
2023,287,18.16,6.27
2023,288,13.05,1.62
2023,289,11.47,-2.05
2023,290,17.71,-0.28
2023,291,12.75,5.06
2023,292,11.69,0.66
2023,293,7.6,-0.32
2023,294,8.8,-4.84
2023,295,13.49,-0.13
2023,296,18.45,1.64
2023,297,17.53,6.99
2023,298,19.7,2.49
2023,299,10.3,-1.16
2023,300,11.58,-1.03
2023,301,12.7,0.51
2023,302,17.74,-0.32
2023,303,14.44,1.99
2023,304,15.6,1.78
2023,305,6.68,-0.64
2023,306,16.85,-0.41
2023,307,2.96,-3.43
2023,308,6.92,-4.55
2023,309,6.91,-1.02
2023,310,0.97,-8.41
2023,311,-6.62,-16.51
2023,312,0.32,-16.28
2023,313,-4.73,-14.69
2023,314,-8.54,-18.1
2023,315,-11.39,-23.03
2023,316,-9.34,-21.79
2023,317,-6.24,-19.02
2023,318,-0.85,-10.19
2023,319,0.27,-8.22
2023,320,0.34,-16.32
2023,321,-8.25,-22.78
2023,322,-5.52,-13.56
2023,323,-1.73,-10.86
2023,324,1.45,-10.19
2023,325,1.27,-1.67
2023,326,2.24,-4.88
2023,327,-6.32,-13.35
2023,328,-9.82,-18.2
2023,329,-9.27,-20.9
2023,330,-5.44,-10.95
2023,331,-8.59,-13.45
2023,332,-11.3,-18.03
2023,333,-12.77,-19.8
2023,334,-9.99,-20.6
2023,335,-8.56,-18.98
2023,336,-6.7,-15.92
2023,337,-2.23,-17.29
2023,338,-0.44,-9.19
2023,339,2.49,-10.58
2023,340,0.15,-11.52
2023,341,-4.77,-14.98
2023,342,3.49,-8.35
2023,343,-8.98,-17.36
2023,344,-12.62,-22.02
2023,345,-14.33,-19.18
2023,346,-13.81,-22.09
2023,347,-13.31,-20.46
2023,348,-13.77,-19.4
2023,349,-15.95,-18.91
2023,350,-17.79,-23.76
2023,351,-17.79,-26.65
2023,352,-14.93,-23.66
2023,353,-15.67,-23.37
2023,354,-18.32,-26.76
2023,355,-18.21,-26.27
2023,356,-13.99,-24.59
2023,357,-10.43,-20.25
2023,358,-10.26,-18.43
2023,359,-8.02,-20.69
2023,360,-11.4,-19.64
2023,361,-5.56,-19.05
2023,362,-5.03,-14.84
2023,363,-1.1,-14.25
2023,364,-4.95,-9.76
2023,365,-11.2,-19.44
