-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: latitude  41.8   longitude 123.43 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 55.12 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2015,1,-8.41,-16.6
2015,2,-7.13,-16.12
2015,3,1.54,-12.6
2015,4,-1.61,-12.05
2015,5,-1.12,-13.48
2015,6,-5.94,-17.37
2015,7,-7.99,-18.71
2015,8,-6.35,-17.16
2015,9,-2.71,-13.74
2015,10,-4.29,-12.94
2015,11,-5.29,-15.17
2015,12,-5.57,-17.49
2015,13,0.53,-12.56
2015,14,-4.36,-12.64
2015,15,-5.97,-14.46
2015,16,-7.28,-14.4
2015,17,-3.54,-17.58
2015,18,-3.17,-12.11
2015,19,-6.18,-16.36
2015,20,-1.43,-16.0
2015,21,-3.27,-14.97
2015,22,-2.71,-16.5
2015,23,1.76,-14.05
2015,24,-3.44,-15.26
2015,25,0.55,-8.25
2015,26,-5.43,-16.44
2015,27,-8.77,-20.02
2015,28,-6.59,-18.67
2015,29,-3.35,-15.73
2015,30,-6.96,-17.71
2015,31,-4.16,-19.21
2015,32,-0.82,-14.65
2015,33,1.63,-11.09
2015,34,0.01,-11.62
2015,35,-1.81,-11.57
2015,36,-1.83,-15.44
2015,37,3.92,-10.95
2015,38,-7.64,-18.41
2015,39,-10.76,-21.36
2015,40,-2.68,-18.0
2015,41,-1.16,-13.96
2015,42,-1.04,-15.24
2015,43,-0.8,-14.08
2015,44,1.8,-14.02
2015,45,4.83,-7.02
2015,46,7.21,-8.96
2015,47,0.6,-3.94
2015,48,0.74,-7.8
2015,49,1.01,-10.61
2015,50,1.27,-11.45
2015,51,5.08,-7.22
2015,52,5.2,-2.11
2015,53,1.66,-9.04
2015,54,-0.05,-11.99
2015,55,3.45,-12.0
2015,56,-2.6,-8.73
2015,57,-3.34,-14.79
2015,58,-0.17,-15.14
2015,59,-0.4,-10.48
2015,60,4.06,-9.1
2015,61,3.14,-8.22
2015,62,-1.31,-8.78
2015,63,-0.3,-9.29
2015,64,5.29,-11.53
2015,65,6.85,-6.35
2015,66,8.39,-2.71
2015,67,0.61,-5.69
2015,68,-3.77,-11.9
2015,69,-0.01,-15.02
2015,70,0.63,-11.84
