-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: latitude  41.8   longitude 123.43 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 55.12 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2016,1,3.92,-8.71
2016,2,-0.17,-11.65
2016,3,-4.57,-12.21
2016,4,-4.35,-15.8
2016,5,-6.15,-17.74
2016,6,-5.36,-15.63
2016,7,-4.67,-18.36
2016,8,-6.02,-17.59
2016,9,-4.11,-16.65
2016,10,-9.08,-18.87
2016,11,-9.37,-20.89
2016,12,-8.93,-20.56
2016,13,-6.99,-18.18
2016,14,-6.66,-18.89
2016,15,-4.25,-14.95
2016,16,-9.41,-14.58
2016,17,-11.44,-20.52
2016,18,-15.11,-23.47
2016,19,-13.96,-24.53
2016,20,-11.77,-23.78
2016,21,-10.47,-22.63
2016,22,-14.27,-23.52
2016,23,-17.84,-26.7
2016,24,-12.6,-24.77
2016,25,-6.37,-21.55
2016,26,-5.33,-18.95
2016,27,-2.9,-18.4
2016,28,-3.78,-15.88
2016,29,-8.27,-19.78
2016,30,-10.53,-22.04
2016,31,-9.38,-21.08
2016,32,-5.29,-19.47
2016,33,-3.66,-17.87
2016,34,-0.91,-16.21
2016,35,-1.75,-16.34
2016,36,-4.12,-14.51
2016,37,-2.32,-16.23
2016,38,0.89,-13.02
2016,39,-0.62,-10.79
2016,40,2.4,-13.14
2016,41,6.79,-6.47
2016,42,7.51,-2.48
2016,43,5.69,-2.01
2016,44,-2.03,-6.53
2016,45,-7.04,-15.25
2016,46,-3.91,-17.51
2016,47,0.54,-13.21
2016,48,5.38,-13.28
2016,49,3.06,-8.79
2016,50,1.54,-11.29
2016,51,-0.47,-12.92
2016,52,-2.69,-16.43
2016,53,0.97,-12.54
2016,54,-5.3,-16.38
2016,55,-0.4,-15.28
2016,56,-1.91,-15.04
2016,57,1.01,-13.74
2016,58,0.97,-9.85
2016,59,-2.02,-10.99
2016,60,-3.17,-10.5
2016,61,6.35,-9.84
2016,62,8.58,-4.16
2016,63,7.71,-2.71
2016,64,11.54,0.26
2016,65,6.98,-3.35
2016,66,7.54,-5.2
2016,67,4.06,-5.5
2016,68,-0.11,-8.14
2016,69,-0.55,-7.99
2016,70,-0.32,-11.53
2016,71,2.33,-11.6
2016,72,7.56,-7.15
2016,73,3.83,-5.08
2016,74,9.77,-5.91
2016,75,14.99,-3.32
2016,76,16.16,-1.87
2016,77,14.29,0.15
2016,78,14.3,0.53
2016,79,10.89,-3.67
2016,80,13.47,-1.99
2016,81,17.89,-1.56
2016,82,11.44,-2.68
2016,83,8.04,-4.02
2016,84,9.53,-4.28
2016,85,11.93,-4.1
2016,86,15.8,-1.98
2016,87,18.35,-0.41
2016,88,18.33,1.26
2016,89,15.45,0.58
2016,90,15.53,-3.86
2016,91,23.01,1.63
2016,92,13.88,1.61
2016,93,14.59,-0.32
2016,94,16.43,-0.98
2016,95,20.43,-0.44
2016,96,16.21,-0.68
2016,97,20.04,3.93
2016,98,15.87,3.04
2016,99,21.56,-1.81
2016,100,12.82,-2.1
2016,101,9.98,-1.39
2016,102,15.0,-2.02
2016,103,7.55,3.69
2016,104,16.45,2.83
2016,105,16.34,2.12
2016,106,18.79,4.26
2016,107,14.62,5.69
2016,108,11.55,1.06
2016,109,14.98,0.52
2016,110,20.36,1.21
2016,111,21.95,4.45
2016,112,23.97,7.38
2016,113,17.39,1.35
2016,114,17.92,1.47
2016,115,22.26,2.03
2016,116,17.33,4.73
2016,117,17.97,5.73
2016,118,23.38,4.22
2016,119,20.31,5.21
2016,120,22.16,6.0
2016,121,23.83,6.34
2016,122,26.86,12.06
2016,123,20.8,11.44
2016,124,12.3,7.12
2016,125,19.94,7.7
2016,126,21.69,6.26
2016,127,20.76,6.5
2016,128,22.03,6.5
2016,129,24.83,6.54
2016,130,24.51,7.75
2016,131,26.25,7.71
2016,132,25.97,9.18
2016,133,15.3,4.83
2016,134,23.81,1.61
2016,135,21.37,8.53
2016,136,20.45,7.87
