-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 12/31/2016 in LST
Location: latitude  45.75   longitude 126.63 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 139.04 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,DOY,T2M_MAX,T2M_MIN
2016,1,-8.65,-19.39
2016,2,-12.61,-23.94
2016,3,-13.29,-24.52
2016,4,-13.43,-24.53
2016,5,-12.94,-26.24
2016,6,-12.67,-23.04
2016,7,-13.28,-22.8
2016,8,-13.18,-22.33
2016,9,-13.23,-24.2
2016,10,-15.72,-29.43
2016,11,-14.85,-28.11
2016,12,-14.92,-25.44
2016,13,-14.48,-22.02
2016,14,-16.9,-25.49
2016,15,-15.46,-23.12
2016,16,-17.67,-26.77
2016,17,-17.92,-28.66
2016,18,-17.52,-25.26
2016,19,-17.23,-23.38
2016,20,-18.72,-28.1
2016,21,-18.24,-32.19
2016,22,-20.48,-33.75
2016,23,-20.54,-32.93
2016,24,-14.58,-27.64
2016,25,-11.64,-24.07
2016,26,-13.89,-26.04
2016,27,-12.03,-25.45
2016,28,-14.88,-28.55
2016,29,-15.08,-30.85
2016,30,-17.05,-30.54
2016,31,-16.29,-28.84
2016,32,-13.3,-30.17
2016,33,-10.43,-25.76
2016,34,-7.54,-23.35
2016,35,-7.92,-23.56
2016,36,-9.88,-20.85
2016,37,-7.92,-22.19
2016,38,-11.1,-21.34
2016,39,-7.99,-16.16
2016,40,-8.11,-19.04
2016,41,-3.75,-18.69
2016,42,1.07,-10.64
2016,43,1.16,-9.25
2016,44,-6.07,-13.43
2016,45,-13.75,-21.94
2016,46,-10.1,-24.25
2016,47,-6.34,-17.07
2016,48,-3.68,-18.04
2016,49,-2.36,-13.44
2016,50,-5.95,-14.23
2016,51,-6.28,-18.16
2016,52,-9.0,-21.62
2016,53,-10.15,-21.3
2016,54,-12.27,-22.53
2016,55,-6.87,-21.92
2016,56,-8.17,-21.94
2016,57,-8.09,-17.47
2016,58,-7.01,-19.15
2016,59,-7.79,-16.74
2016,60,-8.98,-20.68
2016,61,-3.4,-16.55
2016,62,-3.27,-14.17
2016,63,0.15,-15.35
2016,64,2.02,-13.77
2016,65,0.5,-6.48
2016,66,0.46,-10.92
2016,67,-2.53,-16.68
2016,68,-4.37,-12.49
2016,69,-4.91,-16.16
2016,70,-5.07,-13.32
2016,71,-1.91,-16.07
2016,72,3.43,-14.62
2016,73,-2.34,-15.19
2016,74,0.6,-14.82
2016,75,9.22,-7.91
2016,76,11.83,-4.01
2016,77,11.07,-2.4
2016,78,6.49,-2.92
2016,79,7.13,-4.76
2016,80,11.29,-3.6
2016,81,5.8,-2.95
2016,82,5.74,-4.04
2016,83,7.45,-4.49
2016,84,8.24,-4.91
2016,85,13.2,-4.32
2016,86,14.0,-1.84
2016,87,8.8,-5.14
2016,88,15.78,0.08
2016,89,10.3,-0.57
2016,90,8.48,-2.94
2016,91,15.97,0.78
2016,92,18.77,1.82
2016,93,9.61,-1.96
2016,94,7.68,-4.48
2016,95,9.96,-4.74
2016,96,11.45,-1.77
2016,97,18.33,-1.1
2016,98,10.67,-2.19
2016,99,8.54,-5.34
2016,100,3.36,-6.43
2016,101,5.5,-5.11
2016,102,9.62,-4.31
2016,103,5.15,-1.53
2016,104,10.54,-2.21
2016,105,13.98,0.26
2016,106,11.97,2.57
2016,107,8.51,2.89
2016,108,6.72,2.25
2016,109,13.15,-1.03
2016,110,16.87,1.06
2016,111,15.62,5.97
2016,112,20.68,2.73
2016,113,14.1,0.17
2016,114,10.35,-0.04
2016,115,13.0,-1.74
2016,116,14.29,2.13
2016,117,15.75,1.25
2016,118,17.48,1.49
2016,119,19.25,1.03
2016,120,18.92,0.8
2016,121,18.41,5.78
2016,122,17.08,5.33
2016,123,17.53,9.31
2016,124,9.84,5.21
2016,125,15.76,5.65
2016,126,23.2,3.88
2016,127,12.75,7.2
2016,128,17.54,3.7
2016,129,18.64,4.22
2016,130,20.28,6.99
2016,131,22.0,6.44
2016,132,25.68,7.7
2016,133,14.93,5.21
2016,134,17.6,2.26
2016,135,18.69,8.85
2016,136,17.95,5.09
2016,137,14.05,4.23
2016,138,27.12,6.16
2016,139,28.3,11.77
2016,140,29.43,14.37
2016,141,29.44,13.62
2016,142,23.93,12.43
2016,143,22.28,9.78
2016,144,24.51,13.16
2016,145,17.17,11.24
2016,146,19.24,9.2
2016,147,18.16,6.46
2016,148,22.94,6.11
2016,149,28.89,8.66
2016,150,20.78,10.86
2016,151,15.82,6.92
2016,152,23.21,4.53
2016,153,26.38,9.16
2016,154,24.74,11.23
2016,155,29.87,11.51
2016,156,24.53,10.23
2016,157,32.12,13.66
2016,158,27.68,12.02
2016,159,26.65,8.99
2016,160,22.7,12.53
2016,161,25.78,11.82
2016,162,21.02,14.95
2016,163,22.35,14.39
2016,164,23.33,12.84
2016,165,20.79,12.69
2016,166,23.5,11.35
2016,167,25.06,12.79
2016,168,22.83,13.55
2016,169,24.75,12.98
2016,170,24.83,16.46
2016,171,23.65,15.12
2016,172,26.8,12.83
2016,173,25.57,17.36
2016,174,24.59,18.16
2016,175,21.68,15.37
2016,176,19.36,14.06
2016,177,23.9,12.31
2016,178,26.9,13.15
2016,179,28.33,14.61
2016,180,29.34,16.4
2016,181,23.15,19.14
2016,182,23.95,16.06
2016,183,24.07,15.31
2016,184,25.6,13.26
2016,185,29.99,14.98
2016,186,30.12,16.79
2016,187,29.85,17.03
2016,188,29.56,15.5
2016,189,32.15,18.64
2016,190,30.03,21.37
2016,191,29.17,19.81
2016,192,29.66,17.56
2016,193,33.66,20.78
2016,194,29.56,17.63
2016,195,28.1,16.99
2016,196,25.81,14.03
2016,197,27.08,14.66
2016,198,26.17,16.24
2016,199,25.12,15.01
2016,200,28.13,15.36
2016,201,31.69,17.8
2016,202,30.21,19.21
2016,203,31.24,20.58
2016,204,29.87,20.69
2016,205,30.45,20.55
2016,206,30.67,19.22
2016,207,26.15,18.31
2016,208,28.37,16.43
2016,209,29.61,17.96
2016,210,30.38,18.72
2016,211,28.62,18.17
2016,212,31.37,18.12
2016,213,30.37,20.46
2016,214,32.4,21.08
2016,215,33.9,20.2
2016,216,34.0,21.97
2016,217,35.83,23.02
2016,218,28.79,20.59
2016,219,33.34,18.6
2016,220,27.11,16.48
2016,221,28.76,14.22
2016,222,29.6,15.71
2016,223,30.83,20.0
2016,224,32.67,23.12
2016,225,33.89,22.34
2016,226,35.11,19.28
2016,227,30.67,17.93
2016,228,28.28,16.41
2016,229,27.9,15.46
2016,230,29.84,14.97
2016,231,30.24,16.26
2016,232,29.08,18.19
2016,233,29.98,14.94
2016,234,28.5,18.59
2016,235,28.42,15.92
2016,236,29.53,15.49
2016,237,30.54,17.85
2016,238,23.57,13.95
2016,239,26.87,10.63
2016,240,27.97,12.55
2016,241,28.55,13.93
2016,242,26.46,12.37
2016,243,17.8,13.67
2016,244,26.01,14.81
2016,245,23.14,15.94
2016,246,21.62,14.77
2016,247,27.73,16.09
2016,248,25.91,16.47
2016,249,26.41,16.33
2016,250,24.77,16.84
2016,251,24.98,15.65
2016,252,21.32,16.56
2016,253,22.68,14.09
2016,254,20.79,12.21
2016,255,17.29,13.11
2016,256,21.74,12.65
2016,257,21.94,14.52
2016,258,24.13,11.54
2016,259,22.97,14.67
2016,260,21.31,10.51
2016,261,19.08,10.21
2016,262,20.1,7.89
2016,263,22.88,6.55
2016,264,24.8,7.56
2016,265,24.94,9.36
2016,266,24.3,10.27
2016,267,22.64,11.49
2016,268,22.62,11.94
2016,269,18.53,8.88
2016,270,20.83,6.66
2016,271,11.8,2.16
2016,272,15.39,-1.53
2016,273,16.6,0.79
2016,274,20.96,3.64
2016,275,20.17,8.04
2016,276,17.1,3.05
2016,277,10.56,1.49
2016,278,8.11,-2.43
2016,279,10.11,-1.4
2016,280,9.4,-3.24
2016,281,7.95,-1.11
2016,282,6.04,-2.58
2016,283,8.63,-4.02
2016,284,8.96,-3.47
2016,285,9.68,-3.78
2016,286,10.34,-3.67
2016,287,13.23,-3.14
2016,288,15.85,-0.98
2016,289,20.65,6.66
2016,290,17.92,10.0
2016,291,12.36,0.7
2016,292,11.68,-1.5
2016,293,7.66,-3.12
2016,294,6.05,-5.88
2016,295,4.5,-4.15
2016,296,2.88,-4.47
2016,297,6.35,-3.91
2016,298,6.08,-5.1
2016,299,8.19,-1.55
2016,300,3.14,-4.93
2016,301,5.01,-5.62
2016,302,1.06,-4.78
2016,303,-0.4,-6.08
2016,304,-0.05,-8.1
2016,305,-4.7,-11.43
2016,306,-1.24,-12.4
2016,307,1.26,-10.85
2016,308,-3.41,-10.7
2016,309,-0.64,-9.35
2016,310,-2.22,-10.39
2016,311,-3.4,-13.08
2016,312,-5.01,-10.63
2016,313,-4.56,-13.32
2016,314,-4.28,-12.53
2016,315,-2.51,-12.52
2016,316,-1.66,-8.84
2016,317,-2.43,-10.88
2016,318,1.08,-12.85
2016,319,1.23,-12.21
2016,320,-6.08,-15.14
2016,321,-5.7,-16.89
2016,322,-6.41,-18.29
2016,323,-7.64,-13.44
2016,324,-8.68,-17.42
2016,325,-10.99,-20.93
2016,326,-12.62,-23.52
2016,327,-13.17,-22.34
2016,328,-11.14,-24.55
2016,329,-11.08,-21.85
2016,330,-6.49,-19.49
2016,331,-3.14,-15.87
2016,332,-10.33,-15.94
2016,333,-7.45,-17.02
2016,334,-6.79,-19.69
2016,335,-2.48,-10.64
2016,336,-3.58,-16.32
2016,337,-4.75,-17.82
2016,338,0.99,-10.21
2016,339,-6.34,-17.89
2016,340,-13.45,-19.67
2016,341,-14.8,-25.71
2016,342,-13.72,-23.21
2016,343,-11.53,-19.66
2016,344,-14.7,-22.1
2016,345,-11.35,-22.3
2016,346,-10.88,-21.05
2016,347,-10.32,-21.49
2016,348,-15.94,-22.23
2016,349,-18.53,-25.12
2016,350,-17.69,-31.31
2016,351,-13.32,-26.54
2016,352,-8.87,-22.34
2016,353,-8.44,-16.29
2016,354,-6.45,-17.32
2016,355,-7.49,-18.38
2016,356,-11.63,-20.1
2016,357,-9.39,-15.88
2016,358,-12.57,-21.88
2016,359,-12.44,-24.15
2016,360,-8.04,-20.78
2016,361,-16.42,-27.9
2016,362,-20.06,-29.47
2016,363,-12.98,-28.37
2016,364,-16.46,-30.18
2016,365,-10.5,-22.15
